url,ssl,age,status_code,blacklisted_words,is_phishing
stage2sports.com/wp-content/uploads/sharepoint.com.axp/sharefile/cda.php?id=f83484181db447a2b2fc33c17cd8a22bf83484181db447a2b2fc33c17cd8a22b&amp;session=f83484181db447a2b2fc33c17cd8a22bf83484181db447a2b2fc33c17cd8a22b,TRUE,185,200,[],1
oracle.com,TRUE,12518,200,"['spam', 'fraud', 'real', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/50/,TRUE,5442,200,"['gift', 'seller']",1
fontainjusttelkomani4xsd.weebly.com/,TRUE,6193,200,[],1
nginx.com,TRUE,6653,200,"['real', 'trusted', 'seller', 'fast']",0
freebsd.org,TRUE,10401,200,[],0
u1965047.plsk.regruhosting.ru/193/,TRUE,5442,200,[],1
dongchedi.com,TRUE,2695,200,[],0
gnu.org,TRUE,9970,200,[],0
wiley.com,FALSE,10378,403,[],0
investopedia.com,TRUE,8631,200,"['trusted', 'fast']",0
b.3-22-240-178.cprapid.com/,TRUE,1396,200,"['fraud', 'real']",1
datadoghq.com,TRUE,4628,200,"['real', 'fast']",0
vmware.com,TRUE,9172,200,[],0
u1950673.cp.regruhosting.ru/home.php,TRUE,5442,200,['fast'],1
u1965047.plsk.regruhosting.ru/220/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/42/,TRUE,5442,200,[],1
anthonyalejovr.com/bnl/BNL/,TRUE,529,200,[],1
git-scm.com,TRUE,5345,200,['fast'],0
xiaomi.com,TRUE,7173,200,['real'],0
u1967963.cp.regruhosting.ru/home.php,TRUE,5442,200,['fast'],1
423down.com,FALSE,1735,508,[],0
aol-105078.weeblysite.com/,FALSE,3736,404,[],1
bafybeieykrmvpnwd7ifrl4qjnxeaxfbic4vrv767gz74oj5wpucvdngdkm.ipfs.dweb.link/pxpsoauth.html?sales@flexmls.com+,TRUE,2208,200,[],1
www.ogetbtm.com/sanjin/client/index.php,FALSE,48,404,[],1
google.co.id,TRUE,6658,200,['trusted'],0
office365.com,TRUE,6474,200,"['fraud', 'gift', 'real']",0
kernel.org,TRUE,9501,200,['fast'],0
avtech-indo.com/agen/assets/plugins/kijun/home/access/matsuken/service/?cw,TRUE,6372,200,[],1
amazon.cn,TRUE,7300,200,[],0
rightmove.co.uk,TRUE,8587,200,['buyer'],0
creditrepairr.com/wp-includes/js/jcrop/cgi/BOfA/Validation/login.php?cmd=login_submit&amp;id=141f4bc2dc41cfe171ee7c15e096ec78141f4bc2dc41cfe171ee7c15e096ec78&amp;session=141f4bc2dc41cfe171ee7c15e096ec78141f4bc2dc41cfe171ee7c15e096ec78,TRUE,2410,200,[],1
u1965047.plsk.regruhosting.ru/119/,TRUE,5442,200,"['gift', 'seller']",1
178.com,TRUE,9137,200,[],0
phantombeta.com/,TRUE,10,200,['fast'],1
amazly.co/pdf/geo/lo/app/login.php,FALSE,977,404,[],1
statuspage.io,TRUE,3810,200,"['real', 'trusted']",0
bt-104204.weeblysite.com/,FALSE,3736,404,[],1
tradingview.com,TRUE,4740,200,"['spam', 'scam', 'surprise', 'real', 'seller', 'fast']",0
docs.google.com/forms/d/e/1FAIpQLSecgWh3VEbOYo6AEzMlTrUFLyAIBJkQo95SdIBOQoDtvcPgxQ/viewform,FALSE,9310,403,[],1
u1965047.plsk.regruhosting.ru/172/,TRUE,5442,200,[],1
1c.ru,TRUE,9616,200,[],0
media.net,TRUE,9126,200,['buyer'],0
luizafaturaitau.com/,TRUE,3,200,[],1
siemens.com,TRUE,13313,200,[],0
u1965047.plsk.regruhosting.ru/54/,TRUE,5442,200,[],1
elsevier.com,TRUE,10845,200,[],0
cs-onlinehomevnmupdt.vantechddns.com/account/sign-in,TRUE,3632,200,[],1
yiyouliao.com,TRUE,1480,200,[],0
u1965047.plsk.regruhosting.ru/89/,TRUE,5442,200,[],1
1inchfarm.com,FALSE,6,403,[],1
baidu.com,TRUE,8553,200,[],0
bluekai.com,TRUE,5728,200,"['fraud', 'real', 'seller', 'buyer']",0
utorrent.com,TRUE,6725,200,"['gift', 'fast']",0
wroyjuyutineahsptc.dynip.online/,TRUE,2205,200,['fast'],1
avito.st,TRUE,4533,200,"['real', 'seller', 'buyer']",0
bojangleshairdressing.co.uk/,FALSE,942,404,[],1
flcu-auntification.org/,TRUE,1,200,[],1
lamilagrosa.nl/whidhet/,FALSE,713,406,[],1
mydrivers.com,TRUE,8769,200,['real'],0
live.com,TRUE,10301,200,"['scam', 'phishing', 'real']",0
u1965047.plsk.regruhosting.ru/132/,TRUE,5442,200,[],1
appismy.com,FALSE,270,520,[],0
codecanyon.net,TRUE,4882,200,"['seller', 'fast']",0
unrealengine.com,TRUE,9020,200,"['real', 'fast']",0
android.com,TRUE,9393,200,[],0
form.jotform.com/metamaskhelpmelinkiocom/community-support-,TRUE,6332,200,[],1
u1965047.plsk.regruhosting.ru/147/,TRUE,5442,200,"['gift', 'seller']",1
google.ca,TRUE,8194,200,['trusted'],0
ea.com,TRUE,10924,200,['real'],0
sz.gov.cn,FALSE,9517,404,[],0
u1965047.plsk.regruhosting.ru/13/,TRUE,5442,200,"['gift', 'seller']",1
vuejs.org,TRUE,3381,200,[],0
anthonypierpontrealty.com/wp-includes/c/ali1/ali/login.php,FALSE,3301,406,[],1
www.direct3.smbc.co.jp.aib.catloz.com/sanjin/client/index.php,FALSE,98,404,[],1
doi.org,TRUE,8818,200,[],0
u1965047.plsk.regruhosting.ru/25/,TRUE,5442,200,[],1
taobao.com,TRUE,7265,200,[],0
aol-101349.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/209/,TRUE,5442,200,"['gift', 'seller']",1
shein.com,FALSE,9186,403,[],0
mimecast.com,TRUE,7325,200,"['phishing', 'real', 'trusted', 'seller']",0
u1965047.plsk.regruhosting.ru/185/,TRUE,5442,200,[],1
santaelena.com.ar/wp-includes/css/en/,FALSE,3342,200,[],1
zillow.com,TRUE,6750,200,[],0
kfhair.com/cv/,TRUE,2910,200,"['gift', 'surprise', 'fast']",1
wikipedia.org,TRUE,8093,200,['real'],0
unclehenrystamales.com/wp-content/themes/web/,TRUE,5106,200,[],1
linkedin.com,TRUE,7435,200,['real'],0
fc2.com,TRUE,8697,200,['spam'],0
s3.amazonaws.com/appforest_uf/f1678293017001x613991805448787500/saved.html,TRUE,6416,200,[],1
supporto-clienti-it.199-188-203-93.cprapid.com/it/index.php,FALSE,1396,404,[],1
dzen.ru,TRUE,7872,200,[],0
wayfair.com,TRUE,6843,200,"['fraud', 'gift', 'real', 'seller', 'fast']",0
hbr.org,TRUE,9593,200,"['real', 'seller']",0
agora.io,TRUE,3571,200,"['real', 'trusted', 'fast']",0
webmail-106892.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/158/,TRUE,5442,200,[],1
shopware-113323-0.cloudclusters.net/it/aruba/aspnet-client.php,FALSE,1564,503,[],1
www.vxtbtm.com/sanjin/client/index.php,FALSE,67,404,[],1
5ch.net,TRUE,8411,200,[],0
docs.google.com/forms/d/e/1FAIpQLScdsBe4u7ia8BS8umEQp0jgk2rJG4VRr864qtYN1HCWc477JQ/viewform?usp=send_form,TRUE,9310,200,[],1
u1965047.plsk.regruhosting.ru/128/,TRUE,5442,200,"['gift', 'seller']",1
webmail-107332.weeblysite.com/,FALSE,3736,404,[],1
zemanta.com,TRUE,5792,200,"['trusted', 'fast']",0
kiwanisnepal.org/login/Orangek/,FALSE,2696,406,[],1
u1965047.plsk.regruhosting.ru/8/,TRUE,5442,200,[],1
paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;session=77ccf06f7e979801e1bf62defdaf2b7c&amp;dispatch=641ca8be9f5a0f7995397b336da3fc1d0d519d6f,FALSE,139,406,[],1
symantec.com,TRUE,11065,200,[],0
minielectronica.com/bmsc/acceso/pagina/general/validcoderror.php,TRUE,3638,200,['fast'],1
sldb.ca/qvm,TRUE,1073,200,[],1
kucoimlogix.godaddysites.com/,TRUE,3401,200,[],1
knysna.org/wp-includes/gam/BBBVXCZ.php,FALSE,8661,503,[],1
livejournal.com,TRUE,8732,200,"['spam', 'fraud', 'gift', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/165/,TRUE,5442,200,[],1
v24.one/limtm,TRUE,140,200,[],1
mail.blocco-coinbase-operativo.147-182-150-191.cprapid.com/signin.php?cmd=login_submit&id=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f&session=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f,TRUE,1396,200,['fast'],1
cnblogs.com,TRUE,7060,200,[],0
hiperfaturaitau.com/,TRUE,3,200,[],1
google.cn,TRUE,7300,200,[],0
dribbble.com,TRUE,5471,200,[],0
weather.com,TRUE,10442,200,"['surprise', 'real', 'fast']",0
www.magacadastro.com/cartoes/magalu/consulte-sua-fatura/,TRUE,4,200,[],1
tinyurl.com/bdhutcwe,TRUE,7715,200,"['spam', 'scam', 'fraud']",1
mastercard.com,TRUE,10455,200,"['gift', 'fast']",0
www.topnouveaumessage.com/,TRUE,10,200,[],1
aljazeera.com/,TRUE,9830,200,[],0
ucl.ac.uk,TRUE,9719,200,"['real', 'trusted']",0
scl.uniontoy.top/,TRUE,12,200,[],1
4chan.org,FALSE,6966,403,[],0
infortelec.net/wp-includes/blocks/paragraph/t/ali1/ali/login.php,FALSE,635,406,[],1
bbc.com,TRUE,12293,200,['gift'],0
u1965047.plsk.regruhosting.ru/182/,TRUE,5442,200,[],1
s3.amazonaws.com/appforest_uf/f1678299194216x499163514197723970/saved.html?sscid=31k7_fbdez&utm_source=shareasale&utm_medium=affiliate,TRUE,6416,200,[],1
fbcdn.net,TRUE,5792,200,"['real', 'trusted', 'seller', 'fast']",0
greenhouse.io,TRUE,3966,200,"['trusted', 'buyer', 'fast']",0
u1965047.plsk.regruhosting.ru/20/,TRUE,5442,200,"['gift', 'seller']",1
www.creditrepairr.com/wp-includes/js/jcrop/cgi/BOfA/Validation/login.php?cmd=login_submit&amp;id=ef40146d3fe6a59838175dbe4acd7a70ef40146d3fe6a59838175dbe4acd7a70&amp;session=ef40146d3fe6a59838175dbe4acd7a70ef40146d3fe6a59838175dbe4acd7a70,TRUE,2410,200,[],1
www.direct3.smbc.co.jp.aib.hubisvip.com/ibg/client/home.php,TRUE,123,200,"['phishing', 'real']",1
u1965047.plsk.regruhosting.ru/239/,TRUE,5442,200,[],1
godaddy.com,FALSE,8776,403,[],0
greasyfork.org,TRUE,3317,200,[],0
ecosia.org,FALSE,4907,403,[],0
www.thomaskyoung.com,TRUE,909,200,[],1
att-107292-108022.weeblysite.com/,FALSE,3736,404,[],1
pexels.com,FALSE,3223,403,[],0
aquisualojaonline.pl/devops/product-page/?id=274,TRUE,17,200,"['fraud', 'real', 'seller']",1
58.com,TRUE,9011,200,['seller'],0
fidelity.com,TRUE,9689,200,"['fraud', 'fast']",0
www.regolarizzazione-netflix.com/,TRUE,1,200,[],1
u1965047.plsk.regruhosting.ru/242/,TRUE,5442,200,"['gift', 'seller']",1
fleek.ipfs.io/ipfs/QmebADrjfnPRmKDbzdYeffcwiWQVvLDqL5L7VRMNyUmGk3/?email=salsa.com,FALSE,3222,410,[],1
aol-105416.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/243/,TRUE,5442,200,"['gift', 'seller']",1
locaweb.com.br,TRUE,9190,200,"['real', 'seller', 'fast']",0
u1965047.plsk.regruhosting.ru/100/,TRUE,5442,200,[],1
ipfs.io/ipfs/bafkreighmodl76qcsrsrcmjm3oqlu5gfeimrdzneblbhplqw5u2j7ftene,TRUE,3222,200,[],1
onelink.me,TRUE,3027,200,"['fraud', 'real', 'fast']",0
46h-0gv3i95rhg-f9ewojf-3rhbgf-webgf-294fgw.obs.ap-southeast-3.myhuaweicloud.com/35h4-0gv-94hg-2fi9n-28g4bf-q9fjod-w9egf-08wg5hf-80e.html?AWSAccessKeyId=MIVCQWWDRWYWPJRR88BI&amp;Expires=1680635817&amp;Signature=f1GV5pBo5UXA7rxzj4%2BMBTnY4jg%3D#hws_security@huawei.com,FALSE,1972,403,[],1
paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;session=0f3f86028de83a7daac60b66497a37f9&amp;dispatch=521fb6aa66fb8417064a6b394e0d52f9c11342fe,FALSE,139,406,[],1
vnexpress.net,TRUE,8244,200,[],0
u1965047.plsk.regruhosting.ru/38/,TRUE,5442,200,[],1
t.co/5AeUyDWjoM,TRUE,4703,200,[],1
zoho.com,TRUE,6994,200,"['real', 'fast']",0
list-manage.com,TRUE,6172,200,['spam'],0
glassdoor.com,FALSE,7234,403,['real'],0
yandex.net,TRUE,8153,200,[],0
emiliaclarkedaily.com/secdocx/,FALSE,115,404,[],1
u1965047.plsk.regruhosting.ru/229/,TRUE,5442,200,[],1
t.me,TRUE,4679,200,['fast'],0
ount.taobao0371.com/jp,FALSE,360,200,[],1
xn--visualizandonline-maro-k7b.com/luiza/?userID=3&uri=InJ0e9dO4NR5ILjwZSDK3OVRtNi7I3q4RxOHuaQWeSw=,TRUE,7,200,[],1
kuaishou.com,TRUE,6182,200,[],0
cam.ac.uk,TRUE,9719,200,['fast'],0
fleek.ipfs.io/ipfs/QmNoc6naPMfzANeiNePwPZ1vCBUVKk93hFnywqUPFpQXL2/,FALSE,3222,410,[],1
metamaskfvlginj.godaddysites.com/,FALSE,3401,404,[],1
aol-108623.weeblysite.com/,FALSE,3736,404,[],1
ietf.org,TRUE,10228,200,['real'],0
paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;session=f277c4eb118354175c80d3a2a7d4079d&amp;dispatch=ccfa7cbbc83a3273a43ba87147e0217552e5114e,FALSE,139,406,[],1
ok.ru,TRUE,8895,200,"['spam', 'gift', 'surprise']",0
att-mail-106977.weeblysite.com/,FALSE,3736,404,[],1
safeshare.myportfolio.com/,TRUE,9358,200,[],1
lijit.com,TRUE,6077,200,[],0
name.com,TRUE,10295,200,"['real', 'trusted', 'seller']",0
meumundomaisdigital.com.br/wp-content/plugins/super-links/application/helpers/super-links-proxy.php?dweb.link/ipfs/bafkreibylfkgitjydtsxygauv2mtjg7nz54lw3c2qupe6zlfiee6sn6y3m,FALSE,1090,406,[],1
tarzantechnique.com/23/index.html,TRUE,430,200,[],1
wiktionary.org,TRUE,7393,200,['real'],0
plandrivepcclc.blob.core.windows.net/plan/plan.html,TRUE,10077,200,[],1
aol-104423.weeblysite.com/,FALSE,3736,404,[],1
trello.com,TRUE,6778,200,"['surprise', 'trusted', 'fast']",0
webmail-101128.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/183/,TRUE,5442,200,[],1
inc-106190.weeblysite.com/,FALSE,3736,404,[],1
webmail-107995.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/96/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/235/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/5/,TRUE,5442,200,[],1
coinbase.com,FALSE,4271,403,[],0
tmall.com,TRUE,9277,200,[],0
erome.com,TRUE,8902,200,[],0
creditrepairr.com/wp-includes/js/jcrop/cgi/BOfA/Validation/login.php?cmd=login_submit&amp;id=e75080057b019cd89ec6c0707cbbe0d5e75080057b019cd89ec6c0707cbbe0d5&amp;session=e75080057b019cd89ec6c0707cbbe0d5e75080057b019cd89ec6c0707cbbe0d5,TRUE,2410,200,[],1
yts.mx,TRUE,1431,200,"['real', 'fast']",0
lanzoui.com,TRUE,1809,200,[],0
microsoft.com,TRUE,11637,200,"['fraud', 'gift', 'real']",0
espn.com,TRUE,10386,200,"['real', 'fast']",0
u1965047.plsk.regruhosting.ru/143/,TRUE,5442,200,[],1
wordreference.com,TRUE,8781,200,[],0
netangels.ru,TRUE,7040,200,[],0
ipfs.io/ipfs/bafkreieqnsksa7dtnqhszalmt6c7ukzjxarjzmkuvt2tvaov2tack2j22q,TRUE,3222,200,[],1
hiperfaturaitau.com,TRUE,3,200,[],1
interia.pl,TRUE,8557,200,['real'],0
u1965047.plsk.regruhosting.ru/105/,TRUE,5442,200,[],1
utenza-online-web.162-254-38-129.cprapid.com/,TRUE,1396,200,[],1
u1965047.plsk.regruhosting.ru/144/,TRUE,5442,200,"['gift', 'seller']",1
yahoo-mail-fhifgfkj.weeblysite.com/,FALSE,3736,404,[],1
yahoo-101204.weeblysite.com/,FALSE,3736,404,[],1
allaboutcookies.org,FALSE,5378,403,[],0
dymisa.com/,TRUE,2356,200,[],1
u1965047.plsk.regruhosting.ru/224/,TRUE,5442,200,[],1
xn--visualizandonline-maro-k7b.com/luiza/?userID=3&amp;uri=aWbTweCpIqv8T7r6jNlhtIg4AXTXDe9F+WQVEq6EQgY=,TRUE,7,200,[],1
u1965047.plsk.regruhosting.ru/176/,TRUE,5442,200,[],1
techcrunch.com,TRUE,6483,200,"['spam', 'fraud', 'phishing', 'gift', 'surprise', 'real', 'legit', 'trusted', 'seller', 'buyer', 'fast']",0
credonalta.siterubix.com/wp-admin/mich.php,FALSE,5795,429,[],1
home773.godaddysites.com/,TRUE,3401,200,[],1
u1963191.cp.regruhosting.ru/,TRUE,5442,200,['fast'],1
medium.com,TRUE,9055,200,['gift'],0
consultoriasoft.com.br/sfvCo/CONNEX-CCFR/71299/Login.html,FALSE,2924,406,[],1
www.computertechs.com/log-in/login.php?7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e,TRUE,9536,200,"['gift', 'surprise', 'fast']",1
bt-104668.weeblysite.com/,TRUE,3736,200,"['fraud', 'gift', 'real', 'seller', 'buyer', 'fast']",1
webmd.com,FALSE,9106,403,[],0
jklksdlf.weebly.com/,TRUE,6193,200,[],1
apetitdriveerin.blob.core.windows.net/apetit/apetit.html,FALSE,10077,403,[],1
u1965047.plsk.regruhosting.ru/106/,TRUE,5442,200,[],1
indiamart.com,TRUE,9865,200,"['real', 'trusted', 'seller', 'buyer', 'fast']",0
attduckmail81fuvkjhdeck745.weebly.com/,FALSE,6193,404,[],1
bafybeiexpp6ushv6hmyvrjxouxloonwgxix4ctzna5o2nsvkvr2sxshp4y.ipfs.dweb.link/customindex.html,FALSE,2208,410,[],1
exacttarget.com,TRUE,8420,200,"['surprise', 'real']",0
s3.amazonaws.com/progressivebank-uat/index.html,TRUE,6416,200,[],1
u1965047.plsk.regruhosting.ru/215/,TRUE,5442,200,[],1
worldometers.info,TRUE,6763,200,['real'],0
diamantespacover.com/newDocument/3242342332/23423432/33233e.html,FALSE,3870,406,[],1
paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd,FALSE,139,406,[],1
cloudflare.com,TRUE,5135,200,"['phishing', 'trusted', 'fast']",0
bafybeibdyv6qtxqauwkzpadnrzk7perp5fwlkrmbaackkjmq7hzlockusy.ipfs.dweb.link/spauth.html?controlcalidad.gustapan@gustapan.com.ec%20,TRUE,2208,200,[],1
wubemetwallet.mefound.com/authen,FALSE,8092,403,[],1
zoominfo.com,FALSE,7087,403,[],0
wordpress.com,TRUE,8409,200,"['spam', 'real', 'trusted', 'fast']",0
pwc.com,TRUE,7791,200,"['real', 'trusted', 'buyer']",0
ixxx.com,TRUE,8937,200,"['surprise', 'real']",0
timeweb.ru,TRUE,6179,200,['seller'],0
openssl.org,TRUE,8849,200,[],0
www.ks3maths.co.uk/year9/US/US/,FALSE,5888,404,[],1
evernote.com,TRUE,8452,200,['fast'],0
opera.com,TRUE,8733,200,"['real', 'fast']",0
basecamp.com,TRUE,10452,200,"['real', 'trusted']",0
creditrepairr.com/wp-includes/js/jcrop/cgi/BOfA/Validation/login.php?cmd=login_submit&amp;id=2eaa2d2f51f148fe43358f108b27cdd42eaa2d2f51f148fe43358f108b27cdd4&amp;session=2eaa2d2f51f148fe43358f108b27cdd42eaa2d2f51f148fe43358f108b27cdd4,TRUE,2410,200,[],1
msn.cn,TRUE,7300,200,[],0
manager.infomaniak.40-76-112-72.cprapid.com/manager/,TRUE,1396,200,[],1
docs.google.com/presentation/d/e/2PACX-1vTVuAZPV80r-uOK5627Cqy0ZICWu_NLC18huXuHRTLVsh3s-VnRTOoLphDV6VFzL-1e4bBRdZsaV6DF/pub?start=false&loop=false&delayms=3000,TRUE,9310,200,[],1
aol-107661.weeblysite.com/,FALSE,3736,404,[],1
ipfs.io/ipfs/bafybeihe6c3hvyde5jiwz22a3a5i26zvz5y4rvix5ihuwe2scc64sqox4a/NewOnos.html#redacted@abuse.ionos.com,TRUE,3222,200,[],1
feedburner.com,TRUE,7040,200,[],0
u1965047.plsk.regruhosting.ru/14/,TRUE,5442,200,"['gift', 'seller']",1
appsflyer.com,TRUE,4325,200,"['fraud', 'real', 'trusted', 'fast']",0
typeform.com,TRUE,7570,200,['real'],0
rspamd.com,TRUE,3516,200,"['spam', 'fast']",0
bufizf163.com/assets/bsa3awbs5gftsddfasd.ejs,FALSE,2,403,['fast'],1
asana.com,TRUE,5162,200,"['real', 'fast']",0
slate.com,TRUE,10246,200,"['gift', 'real', 'legit', 'trusted', 'buyer', 'fast']",0
u1965047.plsk.regruhosting.ru/195/,TRUE,5442,200,[],1
pzxcwa4za.pro/,FALSE,2,404,[],1
intel.com,TRUE,13501,200,"['real', 'seller']",0
u1965047.plsk.regruhosting.ru/131/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/70/,TRUE,5442,200,[],1
uptobox.com,TRUE,4479,200,"['seller', 'fast']",0
aliexpress.us,TRUE,4956,200,"['gift', 'seller', 'buyer']",0
aol-108083.weeblysite.com/,FALSE,3736,404,[],1
archive.org,TRUE,9950,200,[],0
psychologytoday.com,FALSE,9204,403,[],0
www.texasfreedomrun.com/one?identity=a@b.com,FALSE,3405,404,[],1
abit.ly/zgillwb,TRUE,1348,200,[],1
guardian.co.uk,TRUE,9719,200,"['real', 'fast']",0
u1965047.plsk.regruhosting.ru/154/,TRUE,5442,200,[],1
pendo.io,TRUE,3555,200,[],0
casalemedia.com,TRUE,7449,200,"['real', 'trusted']",0
lww.com,TRUE,9161,200,['real'],0
zoom.us,TRUE,7627,200,"['real', 'trusted']",0
bt-102035.weeblysite.com/,TRUE,3736,200,"['fraud', 'gift', 'real', 'seller', 'buyer', 'fast']",1
u1965047.plsk.regruhosting.ru/178/,TRUE,5442,200,[],1
xn--yardm-form-merkezi-h0c.com/,FALSE,2,521,[],1
dtdc.com,FALSE,8936,403,[],0
aliexpress.ru,TRUE,4769,429,[],0
seueducadorfinanceiro.com/wp-includes/widgets/b/aspx.php,TRUE,201,200,[],1
www.direct3.smbc.co.jp.aib.ndsdusvip.com/ibg/client/home.php,TRUE,103,200,"['phishing', 'real']",1
arienkaindjkida1.us-southeast-1.linodeobjects.com/hfnhjdhfwuhcechehjce.html#abuse@linode.com,FALSE,1705,403,[],1
discord.com,TRUE,8161,200,[],0
docs.google.com/forms/d/e/1FAIpQLSe8dS15kxXDcrHFspCFRbVY6sBDhP0E4540zZMhhVzoueWvKA/viewform?vc=0&c=0&w=1&flr=0&usp=mail_form_link,FALSE,9310,403,[],1
cnki.net,TRUE,8740,200,['fast'],0
www.hkpos.org/wp-content/file/cqVKo4PVUJRfm1YNsyYQcqVKo4PVUJRfm1YNsyYQfk75/,TRUE,1679,200,[],1
pyrosystems.shop/billing.shopify.com/infocc.php,TRUE,726,200,[],1
meraki.com,FALSE,7369,403,[],0
bytedance.net,TRUE,3882,200,[],0
b.3-22-240-178.cprapid.com/login.html,FALSE,1396,404,[],1
wowhead.com,TRUE,6296,200,[],0
360yield.com,TRUE,5031,200,"['real', 'legit', 'seller', 'buyer']",0
u1965047.plsk.regruhosting.ru/79/,TRUE,5442,200,"['gift', 'seller']",1
www.alysbooks.com,TRUE,4212,200,[],1
www.mautbtm.com/ibg/client/home.php,TRUE,18,200,"['phishing', 'real']",1
